,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
7123,2023-10-14,2023020025,Pittsburgh Penguins,Calgary Flames,0.66,0.7139285714285715,0.6185714285714285,0.8207142857142857,0.2175,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
7460,2023-10-14,2023020032,Los Angeles Kings,Carolina Hurricanes,0.9403571428571429,0.029642857142857144,0.9971428571428571,0.8207142857142857,0.5575,0.9385714285714286,0.74,0.6471428571428571,0.7346428571428572
7767,2023-10-14,2023020024,Montreal Canadiens,Chicago Blackhawks,0.33321428571428574,0.22428571428571428,0.1875,0.5682142857142857,0.5575,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
8143,2023-10-14,2023020030,San Jose Sharks,Colorado Avalanche,0.026785714285714284,0.029642857142857144,0.1875,0.23142857142857143,0.5575,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.7346428571428572
8448,2023-10-14,2023020022,Columbus Blue Jackets,New York Rangers,0.7932142857142858,0.4907142857142857,0.7967857142857143,0.8207142857142857,0.2175,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
8726,2023-10-14,2023020023,Detroit Red Wings,Tampa Bay Lightning,0.9403571428571429,0.4907142857142857,0.9639285714285715,0.23142857142857143,0.2175,0.9385714285714286,0.74,0.37785714285714284,0.7346428571428572
9085,2023-10-14,2023020029,Edmonton Oilers,Vancouver Canucks,0.66,0.22428571428571428,0.9153571428571429,0.23142857142857143,0.2175,0.7396428571428572,0.9407142857142857,0.12392857142857143,0.7346428571428572
9408,2023-10-14,2023020020,Winnipeg Jets,Florida Panthers,0.9403571428571429,0.4907142857142857,0.7967857142857143,0.8207142857142857,0.2175,0.9385714285714286,0.29214285714285715,0.6471428571428571,0.7346428571428572
9761,2023-10-14,2023020026,Toronto Maple Leafs,Minnesota Wild,0.9707142857142858,0.7139285714285715,0.7967857142857143,0.8207142857142857,0.2175,0.7396428571428572,0.29214285714285715,0.8514285714285714,0.7346428571428572
10064,2023-10-14,2023020019,Ottawa Senators,Philadelphia Flyers,0.66,0.7139285714285715,0.7967857142857143,0.23142857142857143,0.5575,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
10382,2023-10-14,2023020028,St. Louis Blues,Seattle Kraken,0.026785714285714284,0.029642857142857144,0.1875,0.23142857142857143,0.5575,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.7346428571428572
10676,2023-10-15,2023020034,Anaheim Ducks,Carolina Hurricanes,0.88,0.7139285714285715,0.7967857142857143,0.5682142857142857,0.5575,0.2910714285714286,0.29214285714285715,0.6471428571428571,0.2910714285714286
10971,2023-10-15,2023020033,Ottawa Senators,Tampa Bay Lightning,0.66,0.7139285714285715,0.7967857142857143,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.9407142857142857,0.6471428571428571,0.2910714285714286
11264,2023-10-16,2023020037,New York Rangers,Arizona Coyotes,0.08714285714285715,0.22428571428571428,0.3985714285714286,0.030714285714285715,0.2175,0.2910714285714286,0.74,0.12392857142857143,0.2910714285714286
11599,2023-10-16,2023020039,Washington Capitals,Calgary Flames,0.18428571428571427,0.029642857142857144,0.1875,0.5682142857142857,0.7653571428571428,0.7396428571428572,0.29214285714285715,0.12392857142857143,0.9332142857142857
11974,2023-10-16,2023020038,Toronto Maple Leafs,Chicago Blackhawks,0.33321428571428574,0.7139285714285715,0.3985714285714286,0.5682142857142857,0.7653571428571428,0.2910714285714286,0.74,0.6471428571428571,0.2910714285714286
12230,2023-10-16,2023020035,Columbus Blue Jackets,Detroit Red Wings,0.18428571428571427,0.8864285714285715,0.05357142857142857,0.8207142857142857,0.8939285714285714,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
12555,2023-10-16,2023020036,New Jersey Devils,Florida Panthers,0.66,0.22428571428571428,0.1875,0.8207142857142857,0.7653571428571428,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
12841,2023-10-17,2023020043,New York Islanders,Arizona Coyotes,0.007142857142857143,0.22428571428571428,0.05357142857142857,0.030714285714285715,0.2175,0.2910714285714286,0.29214285714285715,0.12392857142857143,0.2910714285714286
13126,2023-10-17,2023020040,Buffalo Sabres,Tampa Bay Lightning,0.33321428571428574,0.22428571428571428,0.3985714285714286,0.23142857142857143,0.2175,0.2910714285714286,0.74,0.37785714285714284,0.2910714285714286
13428,2023-10-17,2023020047,San Jose Sharks,Carolina Hurricanes,0.88,0.7139285714285715,0.6185714285714285,0.8207142857142857,0.8939285714285714,0.9896428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
13738,2023-10-17,2023020046,Seattle Kraken,Colorado Avalanche,0.33321428571428574,0.7139285714285715,0.1875,0.8207142857142857,0.8939285714285714,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
14094,2023-10-17,2023020048,Vegas Golden Knights,Dallas Stars,0.18428571428571427,0.029642857142857144,0.9153571428571429,0.23142857142857143,0.2175,0.7396428571428572,0.9407142857142857,0.12392857142857143,0.7346428571428572
14436,2023-10-17,2023020044,Nashville Predators,Edmonton Oilers,0.66,0.9564285714285714,0.3985714285714286,0.8207142857142857,0.5575,0.2910714285714286,0.29214285714285715,0.9435714285714286,0.2910714285714286
14731,2023-10-17,2023020045,Winnipeg Jets,Los Angeles Kings,0.49892857142857144,0.8864285714285715,0.1875,0.9392857142857143,0.2175,0.2910714285714286,0.29214285714285715,0.9435714285714286,0.2910714285714286
15044,2023-10-17,2023020041,Montreal Canadiens,Minnesota Wild,0.66,0.7139285714285715,0.6185714285714285,0.5682142857142857,0.2175,0.2910714285714286,0.29214285714285715,0.8514285714285714,0.2910714285714286
15330,2023-10-17,2023020042,Philadelphia Flyers,Vancouver Canucks,0.026785714285714284,0.4907142857142857,0.05357142857142857,0.23142857142857143,0.5575,0.2910714285714286,0.29214285714285715,0.37785714285714284,0.2910714285714286
15613,2023-10-18,2023020050,Detroit Red Wings,Pittsburgh Penguins,0.88,0.7139285714285715,0.6185714285714285,0.8207142857142857,0.5575,0.7396428571428572,0.29214285714285715,0.6471428571428571,0.7346428571428572
15886,2023-10-18,2023020049,Ottawa Senators,Washington Capitals,0.66,0.9564285714285714,0.3985714285714286,0.8207142857142857,0.8939285714285714,0.2910714285714286,0.29214285714285715,0.9435714285714286,0.2910714285714286
