,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
159337,2023-12-23,2023020517,Columbus Blue Jackets,Toronto Maple Leafs,5,3,2,3,3,0,1,3,0
159642,2023-12-23,2023020515,Nashville Predators,Dallas Stars,5,1,1,3,3,1,0,1,2
159887,2023-12-23,2023020519,New Jersey Devils,Detroit Red Wings,5,1,3,2,2,1,1,1,1
160232,2023-12-23,2023020514,Florida Panthers,Vegas Golden Knights,6,2,3,2,2,1,1,2,1
160546,2023-12-23,2023020520,Ottawa Senators,Pittsburgh Penguins,9,1,6,2,1,0,2,2,0
160834,2023-12-23,2023020527,Vancouver Canucks,San Jose Sharks,11,3,6,2,2,0,1,3,0
161150,2023-12-23,2023020521,Washington Capitals,Tampa Bay Lightning,2,0,2,2,2,2,0,1,1
161438,2023-12-27,2023020540,Anaheim Ducks,Vegas Golden Knights,7,3,2,4,1,0,0,4,0
161734,2023-12-27,2023020537,Arizona Coyotes,Colorado Avalanche,9,1,1,5,5,1,0,1,4
162021,2023-12-27,2023020532,Buffalo Sabres,Boston Bruins,5,3,1,4,1,0,0,4,0
162331,2023-12-27,2023020539,Calgary Flames,Seattle Kraken,3,1,2,1,1,0,1,1,0
162624,2023-12-27,2023020535,Nashville Predators,Carolina Hurricanes,7,3,4,2,2,0,0,3,0
162957,2023-12-27,2023020538,Chicago Blackhawks,Winnipeg Jets,3,1,2,1,1,0,1,1,0
163278,2023-12-27,2023020528,New Jersey Devils,Columbus Blue Jackets,7,1,5,2,2,1,2,1,1
163611,2023-12-27,2023020536,St. Louis Blues,Dallas Stars,3,1,1,2,1,0,0,2,0
163884,2023-12-27,2023020534,Minnesota Wild,Detroit Red Wings,9,3,6,3,1,0,2,3,0
164196,2023-12-27,2023020530,Tampa Bay Lightning,Florida Panthers,5,1,3,2,1,0,0,2,0
164508,2023-12-27,2023020541,Los Angeles Kings,San Jose Sharks,6,4,1,5,5,1,0,4,1
164806,2023-12-27,2023020533,New York Islanders,Pittsburgh Penguins,7,7,0,7,7,0,0,7,0
165055,2023-12-27,2023020529,New York Rangers,Washington Capitals,6,4,1,5,5,1,0,4,1
165420,2023-12-27,2023020531,Toronto Maple Leafs,Ottawa Senators,6,2,1,4,4,1,0,2,2
165748,2023-12-28,2023020542,Carolina Hurricanes,Montreal Canadiens,8,2,4,2,2,0,2,2,0
166017,2023-12-28,2023020545,San Jose Sharks,Edmonton Oilers,5,5,0,5,5,0,0,5,0
166361,2023-12-28,2023020544,Vegas Golden Knights,Los Angeles Kings,5,1,3,2,1,0,0,2,0
166634,2023-12-28,2023020543,Vancouver Canucks,Philadelphia Flyers,5,3,2,3,1,0,0,3,0
166969,2023-12-29,2023020553,Anaheim Ducks,Arizona Coyotes,2,2,0,2,2,0,0,2,0
167322,2023-12-29,2023020551,Dallas Stars,Chicago Blackhawks,9,1,3,4,1,1,1,2,2
167581,2023-12-29,2023020552,St. Louis Blues,Colorado Avalanche,3,1,2,1,1,0,1,1,0
167867,2023-12-29,2023020546,Columbus Blue Jackets,Toronto Maple Leafs,11,1,7,2,2,1,2,1,2
168189,2023-12-29,2023020547,Detroit Red Wings,Nashville Predators,9,1,6,2,1,2,2,1,1
168517,2023-12-29,2023020548,Florida Panthers,New York Rangers,7,1,4,2,1,0,2,2,0
168828,2023-12-29,2023020549,Ottawa Senators,New Jersey Devils,8,4,3,5,1,1,0,4,1
169111,2023-12-29,2023020550,New York Islanders,Washington Capitals,6,4,1,5,1,0,0,5,0
169402,2023-12-29,2023020554,Seattle Kraken,Philadelphia Flyers,3,1,1,2,2,1,0,1,1
169722,2023-12-30,2023020555,Winnipeg Jets,Minnesota Wild,6,2,2,3,1,0,0,3,0
170006,2023-12-30,2023020556,Buffalo Sabres,Columbus Blue Jackets,5,1,3,2,2,1,1,1,1
170309,2023-12-30,2023020557,Boston Bruins,New Jersey Devils,7,3,1,5,5,1,0,3,2
170606,2023-12-30,2023020558,Florida Panthers,Montreal Canadiens,5,3,2,3,3,0,1,3,0
170920,2023-12-30,2023020559,Pittsburgh Penguins,St. Louis Blues,6,2,4,2,1,0,1,2,0
171227,2023-12-30,2023020560,Tampa Bay Lightning,New York Rangers,6,4,2,3,3,0,0,4,0
171552,2023-12-30,2023020561,Toronto Maple Leafs,Carolina Hurricanes,5,1,3,2,1,0,0,2,0
171902,2023-12-30,2023020562,Washington Capitals,Nashville Predators,4,0,2,2,2,0,1,2,0
172216,2023-12-30,2023020563,Los Angeles Kings,Edmonton Oilers,4,0,5,2,2,1,2,1,2
172532,2023-12-31,2023020564,Minnesota Wild,Winnipeg Jets,5,1,3,2,2,1,1,1,1
172812,2023-12-31,2023020565,Detroit Red Wings,Boston Bruins,8,2,4,2,1,0,1,2,0
173168,2023-12-31,2023020566,Ottawa Senators,Buffalo Sabres,6,4,2,3,3,0,0,4,0
173524,2023-12-31,2023020567,Pittsburgh Penguins,New York Islanders,4,2,2,2,1,0,0,2,0
173836,2023-12-31,2023020568,Tampa Bay Lightning,Montreal Canadiens,7,1,2,4,1,1,0,2,2
174130,2023-12-31,2023020569,Anaheim Ducks,Edmonton Oilers,9,5,4,4,2,0,1,5,0
174456,2023-12-31,2023020570,Calgary Flames,Philadelphia Flyers,7,1,4,3,1,1,0,2,1
174761,2023-12-31,2023020571,Colorado Avalanche,San Jose Sharks,4,2,2,2,2,0,1,2,0
175060,2023-12-31,2023020572,Dallas Stars,Chicago Blackhawks,9,7,2,5,3,0,0,7,0
175403,2024-01-01,2023020573,Seattle Kraken,Vegas Golden Knights,3,3,0,3,3,0,0,3,0
175672,2024-01-02,2023020574,Columbus Blue Jackets,Boston Bruins,5,3,2,3,3,0,1,3,0
175948,2024-01-02,2023020575,New York Rangers,Carolina Hurricanes,7,5,2,4,4,0,0,5,0
176276,2024-01-02,2023020576,Pittsburgh Penguins,Washington Capitals,7,1,1,4,3,0,0,4,0
176574,2024-01-02,2023020577,Dallas Stars,Montreal Canadiens,7,1,2,4,2,1,0,3,1
176882,2024-01-02,2023020578,Minnesota Wild,Calgary Flames,4,2,2,2,1,0,0,2,0
177199,2024-01-02,2023020579,Nashville Predators,Chicago Blackhawks,3,3,0,3,3,0,0,3,0
177502,2024-01-02,2023020580,Winnipeg Jets,Tampa Bay Lightning,6,2,2,4,1,1,0,3,1
177837,2024-01-02,2023020581,Arizona Coyotes,Florida Panthers,5,3,2,3,3,0,1,3,0
178155,2024-01-02,2023020582,Colorado Avalanche,New York Islanders,9,1,5,2,2,1,2,1,2
178422,2024-01-02,2023020583,Edmonton Oilers,Philadelphia Flyers,7,3,2,3,3,0,1,3,0
178730,2024-01-02,2023020584,Vancouver Canucks,Ottawa Senators,9,3,2,5,1,0,0,5,0
179067,2024-01-02,2023020585,Los Angeles Kings,Toronto Maple Leafs,3,3,0,3,3,0,0,3,0
179388,2024-01-02,2023020586,San Jose Sharks,Detroit Red Wings,8,2,4,3,3,2,1,2,1
179725,2024-01-03,2023020587,Washington Capitals,New Jersey Devils,9,3,4,3,3,0,1,3,0
180104,2024-01-03,2023020588,Anaheim Ducks,Toronto Maple Leafs,3,1,1,2,2,1,0,1,1
180411,2024-01-04,2023020589,Boston Bruins,Pittsburgh Penguins,11,1,5,3,1,1,2,3,1
180768,2024-01-04,2023020590,Montreal Canadiens,Buffalo Sabres,7,5,2,4,4,0,0,5,0
181026,2024-01-04,2023020591,New York Rangers,Chicago Blackhawks,5,3,2,2,2,0,0,3,0
181362,2024-01-04,2023020592,Philadelphia Flyers,Columbus Blue Jackets,4,0,1,3,3,1,0,1,2
181690,2024-01-04,2023020593,Dallas Stars,Colorado Avalanche,9,1,5,3,3,1,1,1,2
181973,2024-01-04,2023020594,Minnesota Wild,Tampa Bay Lightning,5,3,2,3,1,0,0,3,0
182358,2024-01-04,2023020595,Nashville Predators,Calgary Flames,9,3,6,2,1,0,0,3,0
182638,2024-01-04,2023020596,St. Louis Blues,Vancouver Canucks,3,1,1,2,2,1,0,1,1
182922,2024-01-04,2023020597,Arizona Coyotes,New York Islanders,6,4,2,3,3,0,0,4,0
183227,2024-01-04,2023020598,Seattle Kraken,Ottawa Senators,5,3,2,3,1,0,0,3,0
183584,2024-01-04,2023020599,Vegas Golden Knights,Florida Panthers,5,3,1,4,4,1,0,3,1
183893,2024-01-04,2023020600,Los Angeles Kings,Detroit Red Wings,6,0,3,3,2,1,1,2,2
184171,2024-01-04,2023020601,San Jose Sharks,Winnipeg Jets,3,1,1,2,2,1,0,1,1
184467,2024-01-05,2023020602,New Jersey Devils,Chicago Blackhawks,6,2,3,3,3,1,1,2,1
184758,2024-01-05,2023020603,Washington Capitals,Carolina Hurricanes,8,4,1,6,6,1,0,4,2
185088,2024-01-05,2023020604,Anaheim Ducks,Winnipeg Jets,4,2,1,3,3,1,0,2,1
185431,2024-01-06,2023020605,Philadelphia Flyers,Calgary Flames,5,1,3,2,2,1,1,1,1
185687,2024-01-06,2023020606,Colorado Avalanche,Florida Panthers,12,4,4,4,4,0,2,4,0
185984,2024-01-06,2023020607,Boston Bruins,Tampa Bay Lightning,10,4,5,3,3,1,0,4,1
186293,2024-01-06,2023020609,Columbus Blue Jackets,Minnesota Wild,7,1,5,2,2,1,2,1,1
186646,2024-01-06,2023020610,Montreal Canadiens,New York Rangers,6,0,2,3,1,0,1,3,0
186941,2024-01-06,2023020611,New Jersey Devils,Vancouver Canucks,10,2,4,3,1,0,0,3,0
187300,2024-01-06,2023020612,Pittsburgh Penguins,Buffalo Sabres,4,2,2,2,2,0,1,2,0
187594,2024-01-06,2023020613,San Jose Sharks,Toronto Maple Leafs,5,3,2,3,1,0,0,3,0
187895,2024-01-06,2023020608,Carolina Hurricanes,St. Louis Blues,2,0,2,2,2,2,0,1,1
188218,2024-01-06,2023020614,Dallas Stars,Nashville Predators,7,1,3,2,1,0,1,2,0
188538,2024-01-06,2023020615,Edmonton Oilers,Ottawa Senators,4,2,2,2,1,0,0,2,0
188863,2024-01-06,2023020616,Vegas Golden Knights,New York Islanders,7,3,4,3,1,0,1,3,0
189165,2024-01-07,2023020617,Chicago Blackhawks,Calgary Flames,7,1,3,3,1,2,0,2,1
189527,2024-01-07,2023020618,Washington Capitals,Los Angeles Kings,7,1,4,2,2,2,1,1,1
189850,2024-01-07,2023020619,Arizona Coyotes,Winnipeg Jets,8,4,4,2,2,0,0,4,0
190140,2024-01-07,2023020620,Anaheim Ducks,Detroit Red Wings,5,1,3,2,1,1,1,1,1
190442,2024-01-08,2023020621,New York Rangers,Vancouver Canucks,9,3,5,3,1,1,0,3,1
190786,2024-01-08,2023020622,Philadelphia Flyers,Pittsburgh Penguins,5,3,2,2,2,0,0,3,0
191092,2024-01-08,2023020623,Minnesota Wild,Dallas Stars,4,4,0,4,4,0,0,4,0
191470,2024-01-08,2023020624,Colorado Avalanche,Boston Bruins,6,0,5,2,1,1,2,1,1
191780,2024-01-09,2023020625,Buffalo Sabres,Seattle Kraken,7,3,3,3,3,1,1,3,1
192099,2024-01-09,2023020626,Tampa Bay Lightning,Los Angeles Kings,5,1,1,3,3,1,0,1,2
192435,2024-01-09,2023020627,Toronto Maple Leafs,San Jose Sharks,8,6,2,4,3,0,0,6,0
192725,2024-01-09,2023020628,New York Islanders,Vancouver Canucks,7,3,4,3,1,0,0,3,0
193093,2024-01-09,2023020629,Nashville Predators,Anaheim Ducks,8,2,1,5,3,0,0,5,0
193389,2024-01-09,2023020630,St. Louis Blues,Florida Panthers,6,4,1,5,5,1,0,4,1
193679,2024-01-09,2023020631,Winnipeg Jets,Columbus Blue Jackets,5,5,0,5,5,0,0,5,0
193949,2024-01-09,2023020632,Chicago Blackhawks,Edmonton Oilers,3,1,1,2,2,1,0,1,1
194296,2024-01-09,2023020633,Arizona Coyotes,Boston Bruins,7,1,5,2,1,1,2,1,1
194610,2024-01-09,2023020634,Calgary Flames,Ottawa Senators,9,3,5,4,4,1,2,3,1
194927,2024-01-10,2023020635,Philadelphia Flyers,Montreal Canadiens,4,0,1,3,3,1,0,1,2
195262,2024-01-10,2023020636,Dallas Stars,Minnesota Wild,9,5,4,3,2,0,0,5,0
195565,2024-01-10,2023020637,Colorado Avalanche,Vegas Golden Knights,3,3,0,3,3,0,0,3,0
195874,2024-01-11,2023020638,Buffalo Sabres,Ottawa Senators,8,2,4,3,1,0,1,3,0
196167,2024-01-11,2023020639,Carolina Hurricanes,Anaheim Ducks,9,3,4,3,3,0,1,3,0
196464,2024-01-11,2023020640,Detroit Red Wings,Edmonton Oilers,5,1,3,2,1,1,1,1,1
196833,2024-01-11,2023020641,Florida Panthers,Los Angeles Kings,5,1,3,2,2,1,1,1,1
197172,2024-01-11,2023020642,Montreal Canadiens,San Jose Sharks,5,1,3,2,1,0,0,2,0
197509,2024-01-11,2023020643,Pittsburgh Penguins,Vancouver Canucks,7,1,4,2,1,0,1,2,0
197787,2024-01-11,2023020644,Tampa Bay Lightning,New Jersey Devils,7,1,3,3,1,1,1,2,1
198079,2024-01-11,2023020645,Washington Capitals,Seattle Kraken,5,3,2,2,2,0,0,3,0
198401,2024-01-11,2023020646,New York Islanders,Toronto Maple Leafs,7,1,2,3,3,2,0,1,2
198695,2024-01-11,2023020647,St. Louis Blues,New York Rangers,7,3,3,4,1,1,0,3,1
198990,2024-01-11,2023020648,Winnipeg Jets,Chicago Blackhawks,3,1,1,2,2,1,0,1,1
199298,2024-01-11,2023020649,Arizona Coyotes,Calgary Flames,8,4,4,3,2,0,0,4,0
199611,2024-01-11,2023020650,Vegas Golden Knights,Boston Bruins,3,1,2,1,1,0,1,1,0
199953,2024-01-12,2023020651,Dallas Stars,Nashville Predators,9,3,6,2,2,0,0,3,0
200274,2024-01-12,2023020652,Minnesota Wild,Philadelphia Flyers,7,1,3,3,3,1,1,1,2
200595,2024-01-13,2023020653,Washington Capitals,New York Rangers,5,1,3,2,2,1,1,1,1
200884,2024-01-13,2023020654,Buffalo Sabres,Vancouver Canucks,1,1,0,1,1,0,0,1,0
201215,2024-01-13,2023020655,Ottawa Senators,San Jose Sharks,9,1,4,3,1,2,1,2,1
201521,2024-01-13,2023020656,Florida Panthers,New Jersey Devils,5,3,2,3,1,0,0,3,0
201849,2024-01-13,2023020657,Carolina Hurricanes,Pittsburgh Penguins,5,1,2,2,1,0,1,2,0
202145,2024-01-13,2023020658,Columbus Blue Jackets,Seattle Kraken,11,3,7,4,1,1,2,3,1
202451,2024-01-13,2023020659,Detroit Red Wings,Los Angeles Kings,8,2,3,4,2,0,1,4,0
202785,2024-01-13,2023020660,Montreal Canadiens,Edmonton Oilers,3,1,1,2,2,1,0,1,1
203090,2024-01-13,2023020661,Tampa Bay Lightning,Anaheim Ducks,6,4,2,3,3,0,0,4,0
203433,2024-01-13,2023020662,Toronto Maple Leafs,Colorado Avalanche,8,2,1,5,5,1,0,2,3
203778,2024-01-13,2023020663,Winnipeg Jets,Philadelphia Flyers,2,2,0,2,2,0,0,2,0
204107,2024-01-13,2023020664,Chicago Blackhawks,Dallas Stars,4,2,1,3,3,1,0,2,1
204433,2024-01-13,2023020665,Minnesota Wild,Arizona Coyotes,6,6,0,6,6,0,0,6,0
204789,2024-01-13,2023020666,Nashville Predators,New York Islanders,4,2,1,3,3,1,0,2,1
205068,2024-01-13,2023020667,St. Louis Blues,Boston Bruins,7,1,6,1,1,0,3,1,0
205426,2024-01-13,2023020668,Vegas Golden Knights,Calgary Flames,4,2,1,3,1,0,0,3,0
205735,2024-01-14,2023020669,New York Rangers,Washington Capitals,3,1,1,2,1,0,0,2,0
206090,2024-01-14,2023020670,Toronto Maple Leafs,Detroit Red Wings,6,2,3,3,3,1,1,2,1
206399,2024-01-15,2023020672,Buffalo Sabres,San Jose Sharks,3,3,0,3,3,0,0,3,0
206739,2024-01-15,2023020671,Boston Bruins,New Jersey Devils,3,3,0,3,3,0,0,3,0
207038,2024-01-15,2023020673,Columbus Blue Jackets,Vancouver Canucks,6,0,5,2,2,1,2,1,1
207365,2024-01-15,2023020674,Florida Panthers,Anaheim Ducks,9,1,3,3,3,1,1,1,2
207663,2024-01-15,2023020677,Pittsburgh Penguins,Seattle Kraken,3,3,0,3,3,0,0,3,0
207965,2024-01-15,2023020675,Carolina Hurricanes,Los Angeles Kings,7,3,4,3,1,0,1,3,0
208259,2024-01-15,2023020676,Minnesota Wild,New York Islanders,5,5,0,5,5,0,0,5,0
208611,2024-01-15,2023020680,Vegas Golden Knights,Nashville Predators,5,3,2,2,2,0,0,3,0
208944,2024-01-15,2023020678,Montreal Canadiens,Colorado Avalanche,7,1,5,2,1,1,2,1,1
209259,2024-01-15,2023020679,St. Louis Blues,Philadelphia Flyers,6,2,4,2,2,0,2,2,0
209535,2024-01-16,2023020681,New York Rangers,Seattle Kraken,7,3,4,3,1,0,1,3,0
209899,2024-01-16,2023020682,Ottawa Senators,Colorado Avalanche,11,3,5,5,5,1,2,3,2
210191,2024-01-16,2023020683,Washington Capitals,Anaheim Ducks,2,2,0,2,2,0,0,2,0
210507,2024-01-16,2023020684,Dallas Stars,Los Angeles Kings,6,4,2,3,3,0,0,4,0
210853,2024-01-16,2023020685,Winnipeg Jets,New York Islanders,6,2,4,2,1,0,1,2,0
211210,2024-01-16,2023020686,Chicago Blackhawks,San Jose Sharks,2,0,2,2,2,2,0,1,1
211501,2024-01-16,2023020687,Calgary Flames,Arizona Coyotes,5,1,1,3,3,1,0,1,2
211842,2024-01-16,2023020688,Edmonton Oilers,Toronto Maple Leafs,6,2,1,4,4,1,0,2,2
212180,2024-01-17,2023020689,Florida Panthers,Detroit Red Wings,5,1,3,2,2,1,1,1,1
212428,2024-01-17,2023020690,New Jersey Devils,Montreal Canadiens,5,1,2,2,1,0,1,2,0
212672,2024-01-18,2023020691,Buffalo Sabres,Chicago Blackhawks,3,3,0,3,3,0,0,3,0
213015,2024-01-18,2023020692,Boston Bruins,Colorado Avalanche,7,3,4,2,2,0,0,3,0
213355,2024-01-18,2023020693,Ottawa Senators,Montreal Canadiens,8,4,3,4,1,0,0,5,0
213661,2024-01-18,2023020694,Philadelphia Flyers,Dallas Stars,6,4,2,3,3,0,0,4,0
213976,2024-01-18,2023020695,Tampa Bay Lightning,Minnesota Wild,10,4,5,3,3,1,0,4,1
214230,2024-01-18,2023020696,Washington Capitals,St. Louis Blues,7,3,4,3,1,0,1,3,0
214564,2024-01-18,2023020697,Calgary Flames,Toronto Maple Leafs,7,1,2,4,1,1,0,2,2
214873,2024-01-18,2023020698,Edmonton Oilers,Seattle Kraken,6,2,1,4,4,1,0,2,2
215215,2024-01-18,2023020699,Los Angeles Kings,Nashville Predators,3,1,2,1,1,0,1,1,0
215487,2024-01-18,2023020700,Vancouver Canucks,Arizona Coyotes,3,1,2,1,1,0,1,1,0
215780,2024-01-18,2023020701,Vegas Golden Knights,New York Rangers,6,4,2,4,1,0,0,4,0
216076,2024-01-19,2023020702,Carolina Hurricanes,Detroit Red Wings,6,2,3,2,2,1,1,2,1
216371,2024-01-19,2023020703,Columbus Blue Jackets,New Jersey Devils,5,3,1,4,4,1,0,3,1
216709,2024-01-19,2023020704,Florida Panthers,Minnesota Wild,10,2,6,3,1,0,1,3,0
217038,2024-01-19,2023020705,Chicago Blackhawks,New York Islanders,7,1,3,3,1,1,1,2,1
217293,2024-01-20,2023020706,Buffalo Sabres,Tampa Bay Lightning,4,2,2,2,1,0,0,2,0
217606,2024-01-20,2023020707,Philadelphia Flyers,Colorado Avalanche,11,3,6,3,2,0,0,3,0
217942,2024-01-20,2023020708,Arizona Coyotes,Nashville Predators,5,1,3,2,1,0,0,2,0
218256,2024-01-20,2023020709,Ottawa Senators,Winnipeg Jets,3,1,2,1,1,0,1,1,0
218580,2024-01-20,2023020710,Boston Bruins,Montreal Canadiens,13,5,7,4,4,1,2,5,1
218894,2024-01-20,2023020711,New Jersey Devils,Dallas Stars,8,4,1,6,2,0,0,6,0
219252,2024-01-20,2023020712,Vancouver Canucks,Toronto Maple Leafs,10,2,4,3,2,0,2,3,0
219540,2024-01-20,2023020713,St. Louis Blues,Washington Capitals,3,3,0,3,3,0,0,3,0
219847,2024-01-20,2023020714,Calgary Flames,Edmonton Oilers,4,2,2,2,2,0,1,2,0
220134,2024-01-20,2023020715,San Jose Sharks,Anaheim Ducks,8,2,6,2,1,0,1,2,0
220437,2024-01-20,2023020716,Vegas Golden Knights,Pittsburgh Penguins,5,1,1,3,3,1,0,1,2
220720,2024-01-20,2023020717,Los Angeles Kings,New York Rangers,3,1,2,1,1,0,1,1,0
221035,2024-01-21,2023020718,Philadelphia Flyers,Ottawa Senators,8,2,3,4,4,1,0,2,2
221348,2024-01-21,2023020719,Carolina Hurricanes,Minnesota Wild,7,3,3,3,3,1,1,3,1
221644,2024-01-21,2023020720,Detroit Red Wings,Tampa Bay Lightning,3,1,1,2,2,1,0,1,1
221985,2024-01-21,2023020721,New York Islanders,Dallas Stars,5,1,2,2,2,2,0,1,1
222286,2024-01-21,2023020722,Anaheim Ducks,New York Rangers,7,3,1,5,5,1,0,3,2
222583,2024-01-21,2023020723,Seattle Kraken,Toronto Maple Leafs,4,2,2,2,1,0,0,2,0
222901,2024-01-22,2023020724,Boston Bruins,Winnipeg Jets,5,3,2,3,3,0,1,3,0
223183,2024-01-22,2023020725,New Jersey Devils,Vegas Golden Knights,11,1,3,4,3,3,0,2,2
223566,2024-01-22,2023020726,Nashville Predators,Florida Panthers,5,3,2,3,3,0,1,3,0
223876,2024-01-22,2023020727,Arizona Coyotes,Pittsburgh Penguins,7,3,4,3,3,0,2,3,0
224153,2024-01-22,2023020728,Vancouver Canucks,Chicago Blackhawks,2,2,0,2,2,0,0,2,0
224482,2024-01-22,2023020729,Los Angeles Kings,San Jose Sharks,6,0,4,2,2,0,2,2,0
224797,2024-01-23,2023020730,Detroit Red Wings,Dallas Stars,9,1,3,4,2,2,0,3,1
225098,2024-01-23,2023020731,Montreal Canadiens,Ottawa Senators,5,3,2,3,1,0,0,3,0
225383,2024-01-23,2023020732,Philadelphia Flyers,Tampa Bay Lightning,9,3,4,3,2,0,0,3,0
225691,2024-01-23,2023020733,New York Islanders,Vegas Golden Knights,5,1,3,2,1,0,1,2,0
225973,2024-01-23,2023020734,Minnesota Wild,Washington Capitals,8,2,3,3,2,0,0,4,0
226305,2024-01-23,2023020735,Calgary Flames,St. Louis Blues,7,1,3,3,3,1,1,1,2
226631,2024-01-23,2023020736,Edmonton Oilers,Columbus Blue Jackets,5,3,2,3,3,0,1,3,0
226954,2024-01-23,2023020737,Anaheim Ducks,Buffalo Sabres,6,2,2,3,1,0,0,3,0
227254,2024-01-23,2023020738,San Jose Sharks,New York Rangers,5,1,1,3,3,1,0,1,2
227621,2024-01-24,2023020739,Florida Panthers,Arizona Coyotes,8,4,1,6,2,0,0,6,0
227952,2024-01-24,2023020740,Toronto Maple Leafs,Winnipeg Jets,1,1,0,1,1,0,0,1,0
228264,2024-01-24,2023020741,Boston Bruins,Carolina Hurricanes,5,1,2,2,1,0,1,2,0
228580,2024-01-24,2023020742,Colorado Avalanche,Washington Capitals,8,4,3,4,1,0,0,5,0
228888,2024-01-24,2023020743,Seattle Kraken,Chicago Blackhawks,8,4,4,2,2,0,0,4,0
229184,2024-01-24,2023020744,Vancouver Canucks,St. Louis Blues,7,1,4,2,1,0,1,2,0
229513,2024-01-24,2023020745,Los Angeles Kings,Buffalo Sabres,8,2,3,4,4,1,1,2,2
229804,2024-01-25,2023020747,Detroit Red Wings,Philadelphia Flyers,3,3,0,3,3,0,0,3,0
230118,2024-01-25,2023020748,Montreal Canadiens,New York Islanders,7,1,2,3,1,0,1,3,0
230448,2024-01-25,2023020749,Ottawa Senators,Boston Bruins,5,1,2,2,1,0,1,2,0
230747,2024-01-25,2023020750,Tampa Bay Lightning,Arizona Coyotes,9,3,5,4,1,0,1,4,0
231043,2024-01-25,2023020746,Carolina Hurricanes,New Jersey Devils,5,1,1,3,2,0,0,3,0
231325,2024-01-25,2023020751,Dallas Stars,Anaheim Ducks,7,1,4,2,2,2,1,1,1
231642,2024-01-25,2023020752,Minnesota Wild,Nashville Predators,5,1,2,3,1,1,0,2,1
231953,2024-01-25,2023020753,Calgary Flames,Columbus Blue Jackets,7,3,4,3,3,0,2,3,0
232264,2024-01-25,2023020754,Edmonton Oilers,Chicago Blackhawks,3,3,0,3,3,0,0,3,0
232584,2024-01-26,2023020755,New York Rangers,Vegas Golden Knights,7,3,4,3,1,0,1,3,0
232986,2024-01-26,2023020756,Pittsburgh Penguins,Florida Panthers,4,0,5,2,1,1,2,1,1
233261,2024-01-26,2023020757,Colorado Avalanche,Los Angeles Kings,6,4,2,3,2,0,0,4,0
233535,2024-01-26,2023020758,Seattle Kraken,St. Louis Blues,7,1,2,3,3,2,0,1,2
233828,2024-01-27,2023020759,Philadelphia Flyers,Boston Bruins,8,4,2,5,1,0,0,5,0
234143,2024-01-27,2023020760,Dallas Stars,Washington Capitals,9,1,5,2,1,1,2,2,1
234458,2024-01-27,2023020761,Edmonton Oilers,Nashville Predators,5,3,2,3,1,0,0,3,0
234791,2024-01-27,2023020762,San Jose Sharks,Buffalo Sabres,7,3,1,5,5,1,0,3,2
235110,2024-01-27,2023020763,Carolina Hurricanes,Arizona Coyotes,4,2,1,3,3,1,0,2,1
235437,2024-01-27,2023020765,Ottawa Senators,New York Rangers,9,5,1,7,7,1,0,5,2
235779,2024-01-27,2023020766,Pittsburgh Penguins,Montreal Canadiens,5,1,3,2,2,1,1,1,1
236109,2024-01-27,2023020767,Tampa Bay Lightning,New Jersey Devils,9,3,6,2,2,0,0,3,0
236387,2024-01-27,2023020768,Winnipeg Jets,Toronto Maple Leafs,6,2,2,4,1,1,0,3,1
236706,2024-01-27,2023020769,New York Islanders,Florida Panthers,5,1,4,1,1,0,2,1,0
236962,2024-01-27,2023020764,Detroit Red Wings,Vegas Golden Knights,7,3,2,3,3,0,1,3,0
237247,2024-01-27,2023020770,Minnesota Wild,Anaheim Ducks,5,1,3,2,2,1,1,1,1
237576,2024-01-27,2023020771,Calgary Flames,Chicago Blackhawks,1,1,0,1,1,0,0,1,0
237898,2024-01-27,2023020772,Vancouver Canucks,Columbus Blue Jackets,9,1,3,4,4,1,0,1,3
238190,2024-01-28,2023020773,St. Louis Blues,Los Angeles Kings,7,1,5,2,1,1,2,1,1
238481,2024-01-28,2023020774,Seattle Kraken,Columbus Blue Jackets,6,2,2,3,1,0,0,3,0
238829,2024-01-29,2023020775,Ottawa Senators,Nashville Predators,7,1,1,4,4,1,0,1,3
239108,2024-01-30,2023020776,St. Louis Blues,Columbus Blue Jackets,1,1,0,1,1,0,0,1,0
239402,2024-01-30,2023020777,San Jose Sharks,Seattle Kraken,2,2,0,2,2,0,0,2,0
239693,2024-01-31,2023020778,Detroit Red Wings,Ottawa Senators,5,1,3,2,1,1,1,1,1
239989,2024-01-31,2023020779,Nashville Predators,Los Angeles Kings,6,2,4,2,1,0,0,2,0
240325,2024-01-31,2023020780,Anaheim Ducks,San Jose Sharks,5,1,2,2,2,2,0,1,1
240606,2024-02-05,2023020781,New York Rangers,Colorado Avalanche,3,1,1,2,2,1,0,1,1
240963,2024-02-05,2023020782,Toronto Maple Leafs,New York Islanders,5,1,4,1,1,0,2,1,0
241287,2024-02-06,2023020783,Boston Bruins,Calgary Flames,5,3,2,2,2,0,0,3,0
241648,2024-02-06,2023020784,Buffalo Sabres,Dallas Stars,3,1,2,1,1,0,1,1,0
241939,2024-02-06,2023020785,Carolina Hurricanes,Vancouver Canucks,5,1,3,2,1,1,1,1,1
242253,2024-02-06,2023020786,Florida Panthers,Philadelphia Flyers,3,1,1,2,2,1,0,1,1
