,game_date,game_id,home_name,away_name,total_goals,final_goal_diff,streak_changes,max_streak,last_streak,lead_changes,tied_not_led,max_winner_lead,max_loser_lead
411862,2024-04-22,2023030122,Boston Bruins,Toronto Maple Leafs,5,1,3,2,2,1,1,1,1
412241,2024-04-22,2023030142,Carolina Hurricanes,New York Islanders,8,2,1,5,5,1,0,2,3
412604,2024-04-22,2023030151,Dallas Stars,Vegas Golden Knights,7,1,5,2,1,0,0,2,0
413046,2024-04-22,2023030181,Edmonton Oilers,Los Angeles Kings,11,3,4,4,1,0,0,4,0
413363,2024-04-23,2023030132,New York Rangers,Washington Capitals,7,1,4,2,1,1,1,2,1
413777,2024-04-23,2023030112,Florida Panthers,Tampa Bay Lightning,5,1,2,2,1,0,1,2,0
414121,2024-04-23,2023030162,Winnipeg Jets,Colorado Avalanche,7,3,3,4,4,1,1,3,1
414446,2024-04-23,2023030172,Vancouver Canucks,Nashville Predators,5,3,2,3,1,0,0,3,0
414882,2024-04-24,2023030123,Toronto Maple Leafs,Boston Bruins,6,2,3,2,2,1,1,2,1
415282,2024-04-24,2023030152,Dallas Stars,Vegas Golden Knights,4,2,1,3,3,1,0,2,1
415695,2024-04-24,2023030182,Edmonton Oilers,Los Angeles Kings,9,1,6,2,1,0,2,2,0
416090,2024-04-25,2023030113,Tampa Bay Lightning,Florida Panthers,8,2,4,3,1,2,0,2,1
416424,2024-04-25,2023030143,New York Islanders,Carolina Hurricanes,5,1,3,2,1,0,0,2,0
416779,2024-04-26,2023030133,Washington Capitals,New York Rangers,4,2,1,3,3,1,0,2,1
417092,2024-04-26,2023030173,Nashville Predators,Vancouver Canucks,3,1,1,2,1,0,0,2,0
417464,2024-04-26,2023030163,Colorado Avalanche,Winnipeg Jets,8,4,2,5,5,2,0,4,1
417806,2024-04-26,2023030183,Los Angeles Kings,Edmonton Oilers,7,5,2,3,3,0,0,5,0
418243,2024-04-27,2023030144,New York Islanders,Carolina Hurricanes,5,1,3,2,1,1,1,1,1
418630,2024-04-27,2023030114,Tampa Bay Lightning,Florida Panthers,9,3,4,3,2,0,0,3,0
418962,2024-04-27,2023030124,Toronto Maple Leafs,Boston Bruins,4,2,1,3,1,0,0,3,0
419418,2024-04-27,2023030153,Vegas Golden Knights,Dallas Stars,5,1,2,2,1,0,1,2,0
419778,2024-04-28,2023030164,Colorado Avalanche,Winnipeg Jets,6,4,2,4,4,0,1,4,0
420102,2024-04-28,2023030174,Nashville Predators,Vancouver Canucks,7,1,2,3,3,2,0,1,2
420450,2024-04-28,2023030134,Washington Capitals,New York Rangers,6,2,4,2,2,0,2,2,0
420758,2024-04-28,2023030184,Los Angeles Kings,Edmonton Oilers,1,1,0,1,1,0,0,1,0
421173,2024-04-29,2023030115,Florida Panthers,Tampa Bay Lightning,7,5,2,4,4,0,0,5,0
421561,2024-04-29,2023030154,Vegas Golden Knights,Dallas Stars,6,2,3,3,3,1,1,2,1
421942,2024-04-30,2023030125,Boston Bruins,Toronto Maple Leafs,3,1,2,1,1,0,1,1,0
422291,2024-04-30,2023030145,Carolina Hurricanes,New York Islanders,9,3,4,3,3,0,1,3,0
422654,2024-04-30,2023030165,Winnipeg Jets,Colorado Avalanche,9,3,5,3,3,1,2,3,1
422981,2024-04-30,2023030175,Vancouver Canucks,Nashville Predators,3,1,1,2,2,1,0,1,1
423292,2024-05-01,2023030155,Dallas Stars,Vegas Golden Knights,5,1,3,2,1,1,1,1,1
423642,2024-05-01,2023030185,Edmonton Oilers,Los Angeles Kings,7,1,3,3,1,2,0,2,1
424044,2024-05-02,2023030126,Toronto Maple Leafs,Boston Bruins,3,1,1,2,1,0,0,2,0
424379,2024-05-03,2023030176,Nashville Predators,Vancouver Canucks,1,1,0,1,1,0,0,1,0
424694,2024-05-03,2023030156,Vegas Golden Knights,Dallas Stars,2,2,0,2,2,0,0,2,0
425098,2024-05-04,2023030127,Boston Bruins,Toronto Maple Leafs,3,1,1,2,2,1,0,1,1
425412,2024-05-05,2023030221,New York Rangers,Carolina Hurricanes,7,1,5,2,1,0,1,2,0
425750,2024-05-05,2023030157,Dallas Stars,Vegas Golden Knights,3,1,2,1,1,0,1,1,0
426217,2024-05-06,2023030211,Florida Panthers,Boston Bruins,6,4,1,5,5,1,0,4,1
426709,2024-05-07,2023030222,New York Rangers,Carolina Hurricanes,7,1,4,2,2,2,1,1,1
427070,2024-05-07,2023030231,Dallas Stars,Colorado Avalanche,7,1,1,4,4,1,0,1,3
427474,2024-05-08,2023030212,Florida Panthers,Boston Bruins,7,5,1,6,6,1,0,5,1
427770,2024-05-08,2023030241,Vancouver Canucks,Edmonton Oilers,9,1,3,4,4,1,0,1,3
428135,2024-05-09,2023030223,Carolina Hurricanes,New York Rangers,5,1,3,2,1,1,1,1,1
428476,2024-05-09,2023030232,Dallas Stars,Colorado Avalanche,8,2,2,4,1,0,0,4,0
428828,2024-05-10,2023030213,Boston Bruins,Florida Panthers,8,4,2,4,2,0,0,4,0
429176,2024-05-10,2023030242,Vancouver Canucks,Edmonton Oilers,7,1,5,2,2,1,2,1,1
429492,2024-05-11,2023030224,Carolina Hurricanes,New York Rangers,7,1,4,2,1,0,1,2,0
429827,2024-05-11,2023030233,Colorado Avalanche,Dallas Stars,5,3,2,3,3,0,1,3,0
430213,2024-05-12,2023030214,Boston Bruins,Florida Panthers,5,1,1,3,3,1,0,1,2
430591,2024-05-12,2023030243,Edmonton Oilers,Vancouver Canucks,7,1,4,3,1,1,0,2,1
430886,2024-05-13,2023030225,New York Rangers,Carolina Hurricanes,5,3,1,4,4,1,0,3,1
431256,2024-05-13,2023030234,Colorado Avalanche,Dallas Stars,6,4,2,3,2,0,0,4,0
431636,2024-05-14,2023030215,Florida Panthers,Boston Bruins,3,1,2,1,1,0,1,1,0
431962,2024-05-14,2023030244,Edmonton Oilers,Vancouver Canucks,5,1,2,2,1,0,1,2,0
432317,2024-05-15,2023030235,Dallas Stars,Colorado Avalanche,8,2,5,3,1,1,1,2,1
432648,2024-05-16,2023030226,Carolina Hurricanes,New York Rangers,8,2,3,4,4,1,0,2,2
433002,2024-05-16,2023030245,Vancouver Canucks,Edmonton Oilers,5,1,3,2,2,1,1,1,1
433367,2024-05-17,2023030216,Boston Bruins,Florida Panthers,3,1,1,2,2,1,0,1,1
433864,2024-05-17,2023030236,Colorado Avalanche,Dallas Stars,3,1,1,2,2,1,0,1,1
434219,2024-05-18,2023030246,Edmonton Oilers,Vancouver Canucks,6,4,2,4,4,0,1,4,0
434519,2024-05-20,2023030247,Vancouver Canucks,Edmonton Oilers,5,1,1,3,2,0,0,3,0
434859,2024-05-22,2023030311,New York Rangers,Florida Panthers,3,3,0,3,3,0,0,3,0
435296,2024-05-23,2023030321,Dallas Stars,Edmonton Oilers,5,1,2,2,1,0,1,2,0
435710,2024-05-24,2023030312,New York Rangers,Florida Panthers,3,1,2,1,1,0,1,1,0
436013,2024-05-25,2023030322,Dallas Stars,Edmonton Oilers,4,2,2,2,2,0,1,2,0
436444,2024-05-26,2023030313,Florida Panthers,New York Rangers,9,1,5,2,1,1,2,2,1
436789,2024-05-27,2023030323,Edmonton Oilers,Dallas Stars,8,2,3,3,2,1,1,2,2
437200,2024-05-28,2023030314,Florida Panthers,New York Rangers,5,1,3,2,1,1,1,1,1
437524,2024-05-29,2023030324,Edmonton Oilers,Dallas Stars,7,3,1,5,5,1,0,3,2
437860,2024-05-30,2023030315,New York Rangers,Florida Panthers,5,1,2,3,1,1,0,2,1
438160,2024-05-31,2023030325,Dallas Stars,Edmonton Oilers,4,2,1,3,1,0,0,3,0
438545,2024-06-01,2023030316,Florida Panthers,New York Rangers,3,1,1,2,1,0,0,2,0
438852,2024-06-02,2023030326,Edmonton Oilers,Dallas Stars,3,1,1,2,1,0,0,2,0
439221,2024-06-08,2023030411,Florida Panthers,Edmonton Oilers,3,3,0,3,3,0,0,3,0
439602,2024-06-10,2023030412,Florida Panthers,Edmonton Oilers,5,3,1,4,4,1,0,3,1
439946,2024-06-13,2023030413,Edmonton Oilers,Florida Panthers,7,1,3,3,2,0,1,3,0
440346,2024-06-15,2023030414,Edmonton Oilers,Florida Panthers,9,7,2,6,6,0,0,7,0
440700,2024-06-18,2023030415,Florida Panthers,Edmonton Oilers,8,2,4,3,1,0,0,3,0
441039,2024-06-21,2023030416,Edmonton Oilers,Florida Panthers,6,4,2,3,2,0,0,4,0
441370,2024-06-24,2023030417,Florida Panthers,Edmonton Oilers,3,1,2,1,1,0,1,1,0
